sseqid,length,isolate
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5142,ERR375284
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,10692,ERR985118
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,9683,ERR985118
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7467,ERR985118
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR375122
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5332,ERR375287
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,SRR14026471
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15979,SRR14026471
ICEberg|87|ICESpn9409|GenBank|FR671418|1..22765,14473,SRR14026471
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,13103,SRR14026471
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,8162,SRR14026471
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,5170,SRR14026471
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15427,SRR14026520
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14144,SRR14026520
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,SRR14026520
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,SRR14026520
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15998,ERR1156303
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15877,ERR1156303
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,15399,ERR1156303
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9664,ERR1156303
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16481,ERR1156252
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14581,ERR1156252
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,ERR1156252
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,ERR1156252
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9127,ERR1156252
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,5172,ERR1156252
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR987566
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,13064,ERR987566
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9405,ERR987566
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6116,ERR987566
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,16140,ERR1100592
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14468,ERR1100592
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,12114,ERR1100592
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7114,ERR374918
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5308,ERR374918
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7440,ERR1069053
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374894
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR374894
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR374894
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5657,ERR374894
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6450,ERR1036076
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6715,ERR985015
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,15971,ERR375150
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1..20370,14020,ERR375150
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,12100,ERR375150
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9119,ERR375150
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5400,ERR375150
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10537,ERR985082
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9960,ERR985082
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,7772,ERR985082
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9752,ERR374701
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,7438,ERR375077
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6402,SRR14026449
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13507,ERR985128
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR985128
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8171,ERR985128
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8421,ERR985133
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6354,SRR14026497
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8237,ERR1156265
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8893,ERR374998
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR987580
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,12844,ERR987580
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7170,ERR987580
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,15161,ERR375035
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9382,ERR375035
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR375035
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6130,ERR375035
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5870,ERR370033
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,SRR14026456
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,SRR14026456
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14189,SRR14026456
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,13761,SRR14026456
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7546,ERR1156230
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8275,ERR375360
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7836,ERR375360
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5580,ERR375360
ICEberg|306|Tn925|GenBank|AY855841|40068..58099,11580,ERR1100552
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10716,ERR1100552
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7885,ERR1100552
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,5854,ERR1100552
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6402,SRR14026486
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12904,ERR987540
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR987540
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8171,ERR987540
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,18027,ERR1156304
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,15761,ERR1156304
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,15646,ERR1156304
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,11556,ERR1156304
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,5854,ERR1156304
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,13015,ERR370013
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,8077,ERR370013
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR370013
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15569,ERR1100637
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,11326,ERR1100637
ICEberg|862|Tn6198|GenBank|JX120102|1..21322,11190,ERR1100637
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,11043,ERR1100637
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,10106,SRR14011009
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8108,SRR14011009
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5984,SRR14011009
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374971
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR374971
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR374971
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6176,ERR1156290
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,18669,ERR1156246
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR1156246
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,ERR1156246
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1..20370,14020,ERR1156246
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9119,ERR1156246
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7576,ERR375174
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5488,ERR375174
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13832,ERR375334
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9719,ERR375334
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10080,ERR375257
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10027,ERR375257
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9481,ERR375257
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5972,ERR375257
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,SRR14026513
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,SRR14026513
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14189,SRR14026513
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,13764,SRR14026513
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,5280,SRR14026513
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,18709,ERR985026
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13309,ERR985026
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,12658,ERR985026
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10230,ERR985026
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,6306,ERR985026
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,6152,ERR985026
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7498,ERR984973
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR375075
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8667,ERR375075
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8622,ERR375075
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6575,ERR375075
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5382,SRR14010943
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,18074,ERR1156206
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,11763,ERR1156206
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,11604,ERR1156206
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,5322,ERR1156206
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13058,ERR1156223
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,7820,ERR1156223
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7475,ERR1156223
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,10210,SRR14010945
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8922,SRR14010945
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,6093,SRR14010945
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16214,SRR14024967
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14144,SRR14024967
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,SRR14024967
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,SRR14024967
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,5268,SRR14024967
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10229,ERR984981
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10011,ERR984981
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8006,ERR984981
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,6523,SRR14026510
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374949
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR374949
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6895,ERR374949
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR374949
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,15510,ERR374832
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,8831,ERR374832
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12904,ERR375022
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8264,ERR375022
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15550,SRR14024963
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,11850,SRR14024963
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,11793,SRR14024963
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9679,SRR14024963
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6402,SRR14026464
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15066,ERR985063
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR985063
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7170,ERR985063
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5463,ERR985063
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,18010,SRR14026488
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,13255,SRR14026488
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,10680,SRR14026488
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8999,SRR14026488
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,5854,SRR14026488
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7127,ERR1100603
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374826
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR374826
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR374826
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6575,ERR374826
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5159,ERR375056
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10635,ERR985045
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9882,ERR985045
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8264,ERR985045
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7054,ERR985045
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6402,SRR14026477
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7872,ERR1100614
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6472,ERR1100614
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR388693
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR388693
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6688,ERR388693
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR388693
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13375,ERR370023
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9207,ERR370023
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR987644
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,12844,ERR987644
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6879,ERR987644
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6116,ERR987644
ICEberg|45|Tn916|GenBank|U09422|1..18032,10155,SRR14026459
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5308,SRR14010963
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8421,ERR985074
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,12904,ERR1100588
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,10382,ERR1100588
ICEberg|47|Tn5251(partofTn5253)|GenBank|FJ711160|1..18033,10378,ERR1100588
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8302,ERR374976
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR375067
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8200,ERR374970
ICEberg|87|ICESpn9409|GenBank|FR671418|1..22765,17008,ERR987646
ICEberg|45|Tn916|GenBank|U09422|1..18032,15513,ERR987646
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,10380,ERR987646
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,10285,ERR987646
ICEberg|403|CTn7|GenBank|AM180355|3938102..3963961,10177,ERR987646
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9122,ERR987646
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8121,ERR987646
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,7481,ERR987646
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7239,ERR987646
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5325,ERR369974
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5235,SRR14024985
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15575,SRR14026452
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,12409,SRR14026452
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12353,SRR14026452
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10244,SRR14026452
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9127,SRR14026452
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,16248,ERR375033
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11446,ERR375033
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8046,ERR375033
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR1036070
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR1036070
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8171,ERR1036070
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12822,ERR1069046
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11204,ERR1069046
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10291,ERR1069046
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR375023
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR375023
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8609,ERR375023
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5657,ERR375023
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,19260,ERR985126
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,18080,ERR985126
ICEberg|45|Tn916|GenBank|U09422|1..18032,14833,ERR985126
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,14821,ERR985126
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,13184,ERR985126
ICEberg|403|CTn7|GenBank|AM180355|3938102..3963961,12732,ERR985126
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,12042,ERR985126
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9122,ERR985126
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,7482,ERR985126
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6601,SRR14026496
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15066,ERR985062
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR985062
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9405,ERR985062
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6143,ERR985062
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6000,SRR14026485
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374754
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9485,ERR374754
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR374754
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR374754
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14379,ERR985043
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10071,ERR985043
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9481,ERR985043
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,6179,ERR985043
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,17018,ERR1100562
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,11584,ERR1100562
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8700,ERR1100562
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,5854,ERR1100562
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10829,ERR375506
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9481,ERR375506
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7959,ERR375506
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5972,ERR375506
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR375008
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12273,ERR985012
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10202,ERR985012
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8978,ERR985012
